code,binned,age,sex,population_2015,population_2016,population_2017,population_2018
W06000009,"(25, 35]",610,30,12483,12713,12900,13102
W06000009,"(35, 45]",810,30,13090,12860,12619,12396
W06000009,"(45, 55]",1010,30,17631,17769,17756,17569
W06000009,"(55, 65]",1210,30,17021,17090,17380,17834
W06000009,"(65, 90]",3900,75,28351,29162,29787,30341
W06000010,"(15, 18]",102,9,6477,6359,6307,6228
W06000010,"(18, 25]",308,21,14156,13890,13314,12981
W06000010,"(25, 35]",610,30,19905,20100,20360,20612
W06000010,"(35, 45]",810,30,20727,20473,20188,20115
W06000010,"(45, 55]",1010,30,26599,26628,26781,26619
W06000010,"(55, 65]",1210,30,25070,25227,25648,26254
W06000010,"(65, 90]",3900,75,39623,40265,40959,41539
W06000011,"(15, 18]",102,9,8480,8384,8282,8105
W06000011,"(18, 25]",308,21,29359,29861,30070,30283
W06000011,"(25, 35]",610,30,30568,31346,31768,32199
W06000011,"(35, 45]",810,30,28557,28601,28422,28303
W06000011,"(45, 55]",1010,30,31825,31819,31774,31506
W06000011,"(55, 65]",1210,30,27838,27871,28237,28723
W06000011,"(65, 90]",3900,75,44049,44650,44956,45346
W06000012,"(15, 18]",102,9,5010,4859,4845,4757
W06000012,"(18, 25]",308,21,11108,11060,11199,11378
W06000012,"(25, 35]",610,30,17443,17603,17623,17637
W06000012,"(35, 45]",810,30,17280,17402,17209,17263
W06000012,"(45, 55]",1010,30,20341,20278,20311,20208
W06000012,"(55, 65]",1210,30,18463,18655,18828,18966
W06000012,"(65, 90]",3900,75,26670,27048,27340,27745
W06000013,"(15, 18]",102,9,5227,5060,4931,4838
W06000013,"(18, 25]",308,21,10935,11032,10824,10564
W06000013,"(25, 35]",610,30,17857,17839,18089,18270
W06000013,"(35, 45]",810,30,18126,18220,18147,17889
W06000013,"(45, 55]",1010,30,21020,21116,21251,21270
W06000013,"(55, 65]",1210,30,17309,17589,17878,18281
W06000013,"(65, 90]",3900,75,26179,26761,27252,27655
W06000014,"(15, 18]",102,9,4898,4874,4694,4555
W06000014,"(18, 25]",308,21,9445,9447,9511,9404
W06000014,"(25, 35]",610,30,14424,14495,14814,15163
W06000014,"(35, 45]",810,30,16225,16317,16408,16377
W06000014,"(45, 55]",1010,30,18561,18507,18661,18773
W06000014,"(55, 65]",1210,30,16284,16568,16939,17437
W06000014,"(65, 90]",3900,75,24505,24954,25537,26005
W06000015,"(15, 18]",102,9,12455,11985,11769,11524
W06000015,"(18, 25]",308,21,56411,57890,57915,57839
W06000015,"(25, 35]",610,30,55642,56379,57002,57914
W06000015,"(35, 45]",810,30,43311,43320,43337,43234
W06000015,"(45, 55]",1010,30,42946,42985,42639,42130
W06000015,"(55, 65]",1210,30,34408,34803,35361,35966
W06000015,"(65, 90]",3900,75,46427,47248,47823,48216
W06000016,"(15, 18]",102,9,8681,8284,8021,7773
W06000016,"(18, 25]",308,21,22714,22453,21947,21588
W06000016,"(25, 35]",610,30,30636,31164,31858,32549
W06000016,"(35, 45]",810,30,28824,28616,28248,27949
W06000016,"(45, 55]",1010,30,32949,33157,33409,33297
W06000016,"(55, 65]",1210,30,27914,27821,28208,28781
W06000016,"(65, 90]",3900,75,41533,42233,42777,43339
W06000018,"(15, 18]",102,9,6696,6330,6201,6090
W06000018,"(18, 25]",308,21,14950,14843,14511,14321
W06000018,"(25, 35]",610,30,23090,23248,23329,23519
W06000018,"(35, 45]",810,30,22571,22351,22174,21917
W06000018,"(45, 55]",1010,30,25805,25931,25990,25929
W06000018,"(55, 65]",1210,30,21744,21703,21942,22267
W06000018,"(65, 90]",3900,75,31104,31901,32466,32897
W06000019,"(15, 18]",102,9,2527,2511,2403,2229
W06000019,"(18, 25]",308,21,6223,6033,5863,5727
W06000019,"(25, 35]",610,30,8830,8931,9134,9232
W06000019,"(35, 45]",810,30,8361,8218,8050,7961
W06000019,"(45, 55]",1010,30,10373,10481,10550,10470
W06000019,"(55, 65]",1210,30,8338,8449,8534,8763
W06000019,"(65, 90]",3900,75,12743,12951,13102,13142
W06000020,"(15, 18]",102,9,3526,3299,3116,3021
W06000020,"(18, 25]",308,21,7864,7805,7572,7522
W06000020,"(25, 35]",610,30,11233,11402,11751,12041
W06000020,"(35, 45]",810,30,10640,10512,10344,10366
W06000020,"(45, 55]",1010,30,13352,13351,13259,13159
W06000020,"(55, 65]",1210,30,11331,11372,11561,11813
W06000020,"(65, 90]",3900,75,16990,17351,17628,17877
W06000021,"(15, 18]",102,9,3512,3314,3298,3179
W06000021,"(18, 25]",308,21,6203,6293,6143,5917
W06000021,"(25, 35]",610,30,8487,8613,8800,9096
W06000021,"(35, 45]",810,30,10552,10319,10071,9921
W06000021,"(45, 55]",1010,30,15093,15210,15187,14994
W06000021,"(55, 65]",1210,30,12926,12932,13034,13377
W06000021,"(65, 90]",3900,75,20524,21160,21707,22196
W06000022,"(15, 18]",102,9,5817,5648,5367,5254
W06000022,"(18, 25]",308,21,13405,13073,12747,12389
W06000022,"(25, 35]",610,30,19596,20169,20977,21804
W06000022,"(35, 45]",810,30,18212,18477,18665,18881
W06000022,"(45, 55]",1010,30,21016,21106,21297,21330
W06000022,"(55, 65]",1210,30,15995,16271,16753,17285
W06000022,"(65, 90]",3900,75,24215,24581,24733,24949
W06000023,"(15, 18]",102,9,4893,4781,4574,4257
W06000023,"(18, 25]",308,21,8861,8677,8403,8300
W06000023,"(25, 35]",610,30,12070,12205,12395,12522
W06000023,"(35, 45]",810,30,14118,13600,13216,12810
W06000023,"(45, 55]",1010,30,19731,19661,19707,19572
W06000023,"(55, 65]",1210,30,19345,19377,19695,20058
W06000023,"(65, 90]",3900,75,32113,32769,33232,33730
W06000024,"(15, 18]",102,9,2170,2076,2074,1962
W06000024,"(18, 25]",308,21,5222,5166,4990,4910
W06000024,"(25, 35]",610,30,8082,8298,8306,8316
W06000024,"(35, 45]",810,30,6875,6887,6887,6926
W06000024,"(45, 55]",1010,30,8560,8502,8490,8394
W06000024,"(55, 65]",1210,30,7183,7312,7401,7556
W06000024,"(65, 90]",3900,75,10063,10230,10422,10566
